catasto,OMI,OMIk,OMId,fascia,zona,cod_prev,stato_prev,microzona
I847,I84700R1,BI00001532,ZONA EXTRAURBANA,R,R1,0,,100
I848,I848000B,LO00000566,CENTRO,B,B,21,N,1
I848,I84800R1,LO00001130,RURALE,R,R1,102,,1
I849,I84900B1,CR00000606,INTERO TERRITORIO URBANO,B,B1,20,N,1
I849,I84900R1,CR00001163,CASCINE E ZONA AGRICOLA,R,R1,102,,1
I850,I85000B1,VR00000295,"CAPOLUOGO, FRAZIONI DI BONFERRARO E PONTEPOSSERO E COMPARTI EDIFICATI LIMITROFI",B,B1,20,N,1
I850,I85000D1,VR00000296,"COMPARTI RESIDENZIALI/PRODUTTIVI MINORI E TERRITORIO A SCARSA DENSITA' EDILIZIA, PREVALENTEMENTE DI TIPO RURALE",D,D1,20,N,1
I850,I85000R1,VR00001028,TERRITORIO RURALE A SCARSA DENSITA EDIFICATORIA,R,R1,0,,0
I851,I85100B3,NU00003559,CENTRO ABITATO,B,B3,20,N,1
I851,I85100C1,NU00002606,"ZONA BINGIA MANNA,ZONA BINGIA E SUSU",C,C1,20,O,1
I851,I85100D1,NU00002607,BINGIA E FUNTANA -,D,D1,20,O,1
I851,I85100E1,NU00002608,ZONA ARTIGIANALE BINGIA E CORTE,E,E1,7,O,1
I851,I85100R1,NU00003481,"COLTURA INTENSIVA CHE INTERESSA L`INTERO TERRITORIO COMUNALE PREV.COLLINARE, LOC. SU PERDOSU,MASONGIU,SU PRANU,PISCHINA,PERDALADA",R,R1,238,,1
I852,I85200B1,GE00001232,CENTRO CAPOLUOGO E S.APOLLINARE,B,B1,20,N,1
I852,I85200E1,GE00003663,FRAZIONI,E,E1,21,N,2
I852,I85200R2,GE00003737,FRAZIONI COLLINARI,R,R2,0,,0
I853,I85300B1,VV00000593,"VIA MULINI, M. BIANCHI, VITTORIO EMANUELE III, G. GARIBALDI",B,B1,21,N,1
I853,I85300B2,VV00001959,"VIA MULINI, M. BIANCHI, VITTORIO EMANUELE III, G. GARIBALDI",B,B2,21,N,0
I853,I85300D1,VV00001666,"VIA S. DOMENICO, S. CATERINA, ASCUTO",D,D1,21,N,1
I853,I85300R1,VV00001667,ZONA AGRICOLA,R,R1,0,,1
I853,I85300R2,VV00001960,ZONA AGRICOLA,R,R2,0,,0
I854,I85400B1,VV00000597,"VIA IV NOVEMBRE, XXIV MAGGIO, GARIBALDI, MARCONI, PIAZZA VITTORIO VENETO",B,B1,21,N,1
I854,I85400B2,VV00001961,"VIA IV NOVEMBRE, XXIV MAGGIO, GARIBALDI, MARCONI, PIAZZA VITTORIO VENETO,",B,B2,21,N,0
I854,I85400D1,VV00001726,"VIA I MAGGIO, DELLA LIBERTA', XXV APRILE, S. NICOLA, S. MARTINO, AMENDOLA",D,D1,21,N,1
I854,I85400R1,VV00001727,ZONA AGRICOLA,R,R1,0,,1
I854,I85400R2,VV00001976,ZONA AGRICOLA,R,R2,0,,0
I855,I85500B1,VT00000659,CENTRO STORICO,B,B1,20,N,1
I855,I85500D1,VT00001073,ESPANSIONE,D,D1,20,N,0
I855,I85500R1,VT00000720,AGRICOLA,R,R1,192,,1
I856,I85600B1,CO00002375,CENTRALE,B,B1,20,N,1
I856,I85600C2,CO00003016,BUGIALLO SEMICENTRALE,C,C2,20,N,2
I856,I85600D2,CO00003017,BUGIALLO PERIFERICA,D,D2,20,N,2
I856,I85600R1,CO00004062,"ALBONICO, BUGIALLO, DASCIO, DOLO, PELADO, PRIORINI, PRATI MERIGGI",R,R1,0,,0
I856,I85600R2,CO00004862,"PONCETTA, NIGOLO, PONTACCIO",R,R2,0,,0
I856,I85600R3,CO00004863,"REBUSCHINI, LA PUNTA",R,R3,0,,0
I857,I857000R,NO00002044,AGRICOLA,R,R,0,,1
I857,I85700B1,NO00000822,VECCHIO NUCLEO,B,B1,20,N,1
I857,I85700D1,NO00000823,PERIFERICA,D,D1,20,N,1
I858,I85800B1,BG00001140,"VIA DEI FOPPETTI, VIA DEL MOLINO, VIA MARCONI",B,B1,20,N,1
I858,I85800D1,BG00001337,"AZZONICA, PETOSINO",D,D1,20,N,2
I858,I85800R1,BG00002010,RESTANTE PARTE DEL TERRITORIO COMUNALE,R,R1,0,,0
I860,I86000B2,CO00004145,TERRITORIO EDIFICATO,B,B2,20,N,1
I860,I86000R1,CO00004865,RURALE MONTANA,R,R1,0,,0
I861,I86100B1,OR00001049,CENTRO EDIFICATO -,B,B1,20,N,1
I861,I86100E1,OR00000984,ZONA AGRICOLA E NOVENARI -,E,E1,20,N,2
I861,I86100R1,OR00001815,AGRO,R,R1,101,,2
I862,I86200B1,NA00002164,CENTRO (ESCLUSO ZONA PREGIATA) - PORTO,B,B1,20,O,1
I862,I86200B2,NA00002122,"ZONA CENTRALE PREGIATA: PIAZZA TASSO, PIAZZA LAURO",B,B2,20,O,1
I862,I86200C1,NA00002165,SEMICENTRO DA SANT`AGNELLO A CAPO SORRENTO (EX FRA V.DELLE ROSE-S.ANT.-S.LUCIA-CESARANO),C,C1,20,N,1
I862,I86200C2,NA00004611,SEMICENTRO DA SANT` AGNELLO A CAPO SORRENTO,C,C2,20,O,0
I862,I86200D1,NA00002166,"CAPO SORRENTO, NASTRO VERDE, MEZZA COLLINA (EX FRA S.AGNEL.-MEZ/MONTE-SCIV.SIMON.-SS145)",D,D1,20,N,2
I862,I86200D2,NA00002126,NASTRO AZZURRO - GOLFO SALERNO (EX PERIFERICA),D,D2,20,N,3
I862,I86200D3,NA00004612,NASTRO AZZURRO,D,D3,20,N,0
I862,I86200D4,NA00005483,"CAPO SORRENTO, NASTRO VERDE, MEZZA COLLINA",D,D4,20,N,0
I862,I86200R1,NA00005095,COSTA GOLFO DI SALERNO,R,R1,0,,0
I863,I86300B1,SS00000671,CENTRO URBANO,B,B1,21,N,1
I863,I86300B2,SS00002218,CENTRO STORICO,B,B2,21,N,0
I863,I86300E1,SS00000672,ZONA COSTIERA,E,E1,20,N,1
I863,I86300R1,SS00001998,RURALE AGRO,R,R1,191,,0
I864,I86400B1,SR00000335,"VIE ZARA-ITALIA-MICCA-LIBERTA-ALIGHIERI-DIAZ-SAVOIA-S. SEBASTIANO-DUCA D-AOSTA-C.SO UMBERTO-COMPRENDE LA ZONA C1,C2",B,B1,20,N,1
I864,I86400C1,SR00000344,GUARDIA-S.CROCI-NENNI-M.GIARDINO-PADRE G.CIANCI-,C,C1,20,N,1
I864,I86400C2,SR00000345,QUARTIERI S.MAURO E S.PIETRO,C,C2,21,N,1
I864,I86400C3,SR00000397,C.DE GIARDINA-S.CROCE-NENNI-M.GIARDINO,C,C3,1,N,2
I864,I86400D1,SR00001001,C.DA LAGO-VIE M. GIRDINO-A MORO-COMPRENDE LA ZONA C3,D,D1,20,N,2
I864,I86400E1,SR00001005,RURALE,E,E1,21,N,3
I864,I86400R1,SR00001407,RURALE,R,R1,103,,0
I865,I86500B1,CR00000613,INTERO TERRITORIO URBANO,B,B1,20,N,1
I865,I86500R1,CR00001193,CASCINE E ZONA AGRICOLA,R,R1,102,,1
I866,I86600B1,BL00001063,CENTRALE,B,B1,20,N,1
I866,I86600D1,BL00001064,PERIFERICA,D,D1,20,N,1
I866,I86600E1,BL00001065,NUCLEI FRAZIONALI,E,E1,20,N,1
I866,I86600R1,BL00002120,RURALE,R,R1,0,,0
I867,I86700B1,VI00001293,CENTRO STORICO,B,B1,20,N,0
I867,I86700C1,VI00001294,SEMICENTRO,C,C1,20,N,1
I867,I86700D1,VI00001295,PERIFERIA,D,D1,20,N,0
I867,I86700D2,VI00002155,PERIFERIA ZONA EXTRA URBANA,D,D2,20,N,2
I867,I86700R1,VI00002618,ZONA RURALE,R,R1,101,,0
I868,I86800B1,BI00000701,CENTRO URBANO,B,B1,20,N,1
I868,I86800D1,BI00000703,"LOC. ORETTO, LOC. BONDA",D,D1,20,N,1
I868,I86800E1,BI00000706,"VIA RIVIERA, VIA TORINO, CHIESA S.S. ASSUNTA, VIA MONTE GRAPPA, LOC. RONCACCIO",E,E1,20,N,2
I868,I86800E2,BI00001227,"VIA SANTA CATERINA, VIA ANTONIOTTI, VIA NOBILI, LOC. S.CATERINA",E,E2,20,N,3
I868,I86800R1,BI00001228,ZONA MONTANA,R,R1,0,,4
I868,I86800R2,BI00001229,ZONA MONTANA,R,R2,0,,5
I869,I86900B1,BG00001141,CENTRO ABITATO,B,B1,20,N,1
I869,I86900R1,BG00002250,RESTANTE DEL TERRITORIO COMUNALE,R,R1,0,,0
I871,I87100B1,TN00000340,CENTRO ABITATO,B,B1,20,O,1
I871,I87100E1,TN00002842,PISCINE,E,E1,20,N,0
I871,I87100E2,TN00002843,MONTESOVER,E,E2,20,N,0
I871,I87100R1,TN00002365,ZONA RESIDUALE AGRICOLA,R,R1,108,,1
I872,I87200B1,CZ00000605,"CORSO UMBERTO 1, VIA AMIRANTE, SAN GIOVANNI BOSCO, ALDO MORO, TRENTO E TRIESTE, LUNGOMARE EUROPA",B,B1,20,N,1
I872,I87200C1,CZ00000750,PANORAMICA,C,C1,20,N,1
I872,I87200C2,CZ00000963,FASCIA TRA LA SS E IL MARE LOCALITA GALLERIA,C,C2,20,N,1
I872,I87200D1,CZ00000606,ZONA A MONTE DELLA SUPERSTRADA MARTELLI/CUTURELLA/TURRATI,D,D1,20,N,1
I872,I87200D2,CZ00000752,COMPRENDE IL CENTRO URBANO DI SOVERATO SUPERIORE,D,D2,21,N,2
I872,I87200D4,CZ00000751,STRUTTURE INDUSTRIALI LOCALITA` CALDARELLO,D,D4,7,N,3
I872,I87200R1,CZ00001563,ZONA RURALE,R,R1,0,,0
I873,I87300B1,BG00001343,"PIAZZA RISORGIMENTO, PIAZZA REPUBBLICA,VIA BELVEDERE",B,B1,20,N,0
I873,I87300D1,BG00001344,"PALANCHIO,MARTINI, MADONNA DELLA TORRE,VIA NAZIONALE",D,D1,20,N,2
I873,I87300R1,BG00001831,RURALE,R,R1,0,,0
I874,I87400B1,CZ00000607,CAPOLUOGO,B,B1,21,N,1
I874,I87400B2,CZ00001713,CENTRO URBANO,B,B2,21,N,0
I874,I87400D1,CZ00000608,FRAZIONE COLLA,D,D1,21,N,2
I874,I87400E1,CZ00000741,TRATTASI DI ZONA CON FABBRICATI PREVALENTEMENTE AGRICOLI CON MERCATO IMMOBILIARE NON APPREZZABILE,E,E1,20,S,3
I874,I87400E2,CZ00001199,TRATTASI DI ZONA CON FABBRICATI PREVALENTEMENTE AGRICOLI,E,E2,20,S,3
I874,I87400E3,CZ00001714,FRAZIONE COLLA,E,E3,20,N,0
I874,I87400E4,CZ00001715,FRAZIONE PIRILLO,E,E4,21,N,0
I874,I87400R1,CZ00001716,ZONA RURALE,R,R1,0,,0
I875,I87500B1,CZ00000611,INTERO TERRITORIO COMUNALE,B,B1,21,N,1
I875,I87500B2,CZ00001443,CENTRO URBANO,B,B2,21,S,0
I875,I87500R1,CZ00001444,ZONA RURALE,R,R1,0,,0
I876,I87600B1,BL00001079,CENTRALE,B,B1,20,N,1
I876,I87600D1,BL00001080,PERIFERICA,D,D1,20,N,1
I876,I87600R1,BL00002103,RURALE,R,R1,0,,0
I877,I87700B1,SI00000556,CENTRO STORICO,B,B1,20,N,1
I877,I87700E1,SI00000557,AREA PRODUTTIVA - CASALPIANO,E,E1,7,N,1
I877,I87700E2,SI00000558,ROSIA,E,E2,20,N,1
I877,I87700E3,SI00000559,CARPINETO,E,E3,20,N,1
I877,I87700E4,SI00000560,SAN ROCCO A PILLI,E,E4,20,N,1
I877,I87700E5,SI00000561,LE VOLTE BASSE,E,E5,20,N,1
I877,I87700E7,SI00000563,NUOVO ABITATO DI SOVICILLE,E,E7,20,N,1
I877,I87700E9,SI00001666,AREA PRODUTTIVA- BELLARIA,E,E9,8,N,1
I877,I87700R1,SI00001024,RIMANENTE TERRITORIO COMUNALE IN ZONA AGRICOLA,R,R1,101,,1
I877,I87700R2,SI00001053,VIGNETO SPECIALIZZATO - DOC - CHIANTI COLLI SENESI,R,R2,129,,1
I877,I8770E10,SI00001667,BRENNA,E,E10,20,N,1
I877,I8770E11,SI00001668,ORGIA,E,E11,20,N,1
I878,I878000B,MI00001998,MONOZONALE -,B,B,20,O,1
I878,I87800B1,MI00004460,INTERO CENTRO URBANO,B,B1,20,O,0
I878,I87800R1,MI00005266,ZONA RURALE,R,R1,0,,0
I879,I87900B1,VI00001305,CENTRO STORICO CITTADINO CON ATTIGUA AREA ARTIGIANALE,B,B1,20,N,0
I879,I87900D1,VI00001307,PERIFERIA,D,D1,20,S,1
I879,I87900E1,VI00002927,FRAZIONE DI TAVERNELLE,E,E1,20,N,0
I879,I87900R1,VI00002884,TERRITORIO A PREVALENTE VOCAZIONE AGRICOLA,R,R1,101,,0
I880,I880000R,NO00002045,AGRICOLA,R,R,0,,1
I880,I88000B1,NO00000828,ZONA UNICA RESIDENZIALE,B,B1,20,N,1
I881,I88100B1,ME00000758,COMPLETAMENTO,B,B1,20,N,1
I881,I88100B2,ME00001413,CENTRO STORICO,B,B2,21,S,1
I881,I88100C1,ME00000759,FASCIA COSTIERA,C,C1,20,N,1
I881,I88100D1,ME00000760,PERIFERICA  TERRITORIO COMUN. A MONTE FERROVIA,D,D1,20,N,2
I881,I88100R1,ME00002093,AREA A VOCAZIONE AGRICOLA,R,R1,149,,1
I884,I88400B1,VV00000615,"VIA ROMA, XX SETTEMBRE, REGINA GIOVANNA, CONTE RUGGERO, P.ZZA MUNICIPIO",B,B1,21,N,1
I884,I88400B2,VV00001967,"VIA ROMA, XX SETTEMBRE, REGINA GIOVANNA, CONTE RUGGERO, P.ZZA MUNICIPIO",B,B2,21,N,0
I884,I88400D1,VV00001678,"VIA PROVINCIALE, CIRCONVALLAZIONE, LOC. PRATO",D,D1,21,N,1
I884,I88400R1,VV00001679,ZONA AGRICOLA,R,R1,0,,1
I884,I88400R2,VV00001968,ZONA AGRICOLA,R,R2,0,,0
I885,I88500B1,CE00001601,CENTRO STORICO,B,B1,20,S,2
I885,I88500B2,CE00001602,LOCALITA' PEZZA-FORESTA-VALLA,B,B2,20,N,1
I885,I88500B3,CE00001859,CORSO MATTEOTTI,B,B3,5,N,2
I885,I88500B4,CE00002160,LOCALITA' P. SEMERIA,B,B4,20,N,2
I885,I88500B5,CE00003878,CENTRO STORICO,B,B5,21,N,0
I885,I88500B6,CE00003882,CENTRO URBANO,B,B6,20,N,0
I885,I88500D1,CE00001604,LOCALITA` FUNCIELLO,D,D1,20,O,1
I885,I88500D2,CE00003880,LOCALITA` FUNCIELLO,D,D2,20,N,0
I885,I88500R1,CE00003142,ZONA PRIVA DI APPREZZAMENTO,R,R1,0,,2
I885,I88500R2,CE00003881,ZONA PRIVA DI APPREZZAMENTO,R,R2,0,,0
I886,I88600B1,TO00000750,INTERO TERRITORIO COMUNALE,B,B1,21,N,1
I886,I88600R1,TO00002750,ZONA MONTANA,R,R1,0,,0
I887,I88700B1,LE00000465,CENTRALE,B,B1,20,N,1
I887,I88700B2,LE00002965,INTERO CENTRO ABITATO,B,B2,20,N,0
I887,I88700C1,LE00000466,SEMICENTRALE,C,C1,20,N,1
I887,I88700D1,LE00000467,PERIFERICA,D,D1,20,N,1
I887,I88700E1,LE00002966,ZONA PRODUTTIVA A EST,E,E1,8,N,0
I887,I88700R1,LE00001977,AGRICOLA UNICA,R,R1,0,,1
I887,I88700R2,LE00002967,AGRICOLA,R,R2,0,,0
I888,I88800B1,PG00000437,ENTRO LE MURA,B,B1,20,N,1
I888,I88800B2,PG00001082,CENTRALISSIMA,B,B2,20,N,1
I888,I88800C1,PG00000438,ZONA SEMICENTRALE,C,C1,20,N,2
I888,I88800D1,PG00000439,ZONA PERIFERICA,D,D1,20,N,3
I888,I88800E1,PG00001533,FRAZIONE DI COLLEPINO,E,E1,20,N,4
I888,I88800R1,PG00001061,ZONE RURALI COLLINARI,R,R1,0,,5
I889,I88900B1,TN00000866,CENTRO ABITATO,B,B1,20,O,1
I889,I88900R1,TN00002333,ZONA RESIDUALE AGRICOLA,R,R1,108,,1
I889,I88900R2,TN00002844,ZONA MONTANA NORD,R,R2,0,,0
I891,I89100B1,EN00000404,"CENTRO URBANO ED EX ZONE B2, B3, C1, D1, D2, E1 -",B,B1,21,O,1
I891,I89100B2,EN00001182,VIA GRIGNANO,B,B2,21,O,1
I891,I89100B3,EN00001459,LARGO CASTELLO,B,B3,21,S,1
I891,I89100C1,EN00000405,VIA VALLE-VIA POZZO,C,C1,21,O,1
I891,I89100D1,EN00000406,VIA CROCE,D,D1,20,O,1
I891,I89100D2,EN00001460,VIA OSPIZIO-VIA CANNETO,D,D2,21,S,1
I891,I89100E1,EN00000407,CONTRADA PAGLIONE-,E,E1,20,O,1
I891,I89100R1,EN00001678,TUTTI I FOGLI ESTERNI AL C.U.,R,R1,0,,1
I892,I89200B1,LT00000630,VIA COLOMBO-VIA ROMA I E II-V.FULCOTOSTI-V.TACITO-STR.COM. CARDI- CARDARELLA-S. LUCIA-TORRE DI NIBIO,B,B1,20,N,2
I892,I89200B2,LT00001113,P.ZA UMBERTO 1-VIE: S. ANTONIO-PORTA PICCOLA DELLA CHIESA-FONTANA MADONNELLA-TORRE TRUGLOIA-TERRAZZO-OSPEDALE-S. LUCIA,B,B2,20,N,1
I892,I89200D1,LT00000412,VERSANTE OCCIDENTALE - A VALLE DELLA SS FLACCA FINO AL MARE- STRADE COM.SALETTA-CARDI-SVINCOLO S.S. FLACCA,D,D1,20,N,2
I892,I89200D2,LT00000757,VERSANTE ORIENTALE A MONTE E VALLE STRADA SS FLACCA: PROV.LE PER ITRI-STRADE COM: VALLE CORSARI-GROTTA-BELVEDERE,D,D2,20,N,3
I892,I89200D3,LT00000758,PUNTA CETAROLA-CAPOVENTO,D,D3,20,N,3
I892,I89200D4,LT00001245,STRADA COMUNALE PALLANTE - STRADA COMUNALE PER  FORMIA - CIMITERO,D,D4,1,N,3
I892,I89200E1,LT00000631,ZONA SUBURBANA RESTANTE TERRITORIO,E,E1,20,N,3
I892,I89200E2,LT00001246,STRADA VICINALE FONTANA DELLA CAMERA- STRADA PROV.LE    PER    ITRI,E,E2,20,N,3
I892,I89200R1,LT00001825,ZONA RURALE,R,R1,0,,0
I893,I89300B1,AV00001128,CENTRO ABITATO,B,B1,20,N,1
I893,I89300C1,AV00001129,STRADA COMUNALE AVELLA-BAIANO- VICINALE CUPA,C,C1,20,N,2
I893,I89300D1,AV00001130,PERIFERIA DELL` ABITATO,D,D1,20,N,1
I893,I89300D2,AV00001430,VICINALE STRADETTE-VIA SANTA-VIA VILLANOVA-VIA CAMPO PIETRO,D,D2,7,N,2
I893,I89300E1,AV00001131,LA RESTANTE PARTE DEL TERRITORIO,E,E1,20,N,1
I893,I89300R1,AV00002609,LA PARTE RURALE DEL COMUNE,R,R1,198,,0
I894,I89400B1,PV00000541,CENTRALE,B,B1,20,N,1
I894,I89400D1,PV00000542,PERIFERICA,D,D1,20,N,1
I894,I89400R1,PV00001537,ZONA AGRICOLA PIANEGGIANTE (R. A. N. 11) - INTERO TERRITORIO COMUNALE,R,R1,0,,1
I895,I89500B1,CS00001085,"CENTRO STORICO E AREE LIMITROFE,  VIA NAZIONALE, TOGLIATTI, GRAMSCI",B,B1,21,N,1
I895,I89500D1,CS00001086,"PERIFERICA  - L.TA SCALO, FEDULA, BAGNI",D,D1,20,N,1
I895,I89500E1,CS00003147,"ZONA INDUSTRIALE, SCALO, VIA LEVATO",E,E1,8,N,0
I895,I89500R1,CS00002698,AREE RURALI,R,R1,101,,1
I896,I89600B1,CS00001088,CENTRO STORICO E AREE PIU` PROSSIME,B,B1,21,N,1
I896,I89600D1,CS00000810,PERIFERICA,D,D1,21,N,1
I896,I89600E1,CS00001867,CAMIGLIATELLO FEDERICI MOCCONE,E,E1,21,N,2
I896,I89600E2,CS00003031,CROCE DI MAGARA (IN CONTINUITA` CON SPEZZANO PICCOLO),E,E2,20,N,0
I896,I89600R1,CS00001847,AREE RURALI,R,R1,238,,3
I898,I89800B1,CS00001089,CENTRO STORICO E AREE LIMITROFE,B,B1,21,N,1
I898,I89800D1,CS00001090,"PERIFERICA  - L.TA CROCE DI MAGARA, ARIA MACINA, SCULCA",D,D1,20,N,1
I898,I89800E1,CS00003069,"SCULCA, CROCE DI MAGARA (IN CONTINUITA` CON SPEZZANO DELLA SILA)",E,E1,20,N,0
I898,I89800R1,CS00002699,RURALE,R,R1,101,,1
I899,I89900B1,TN00000431,"MORTASO, BORZAGO, FISTO (CENTRO ABITATO)",B,B1,20,N,1
I899,I89900R1,TN00002225,ZONA RESIDUALE AGRICOLA,R,R1,108,,1
I899,I89900R2,TN00002850,ZONA MONTANA PARCO ADAMELLO-BRENTA,R,R2,0,,0
I901,I90100B1,AL00003805,CENTRO URBANO,B,B1,20,N,0
I901,I90100D1,AL00002477,ZONA DI ESPANSIONE,D,D1,20,N,1
I901,I90100R1,AL00004326,ZONA AGRICOLA,R,R1,197,,1
I902,I90200B1,LT00000632,NUOVO CENTRO -PARTE SVILUPPO PROVINCIALE AUSONIA,B,B1,20,N,2
I902,I90200D1,LT00000756,ESPANSIONE VERSO AUSONIA- ESPANSIONE VERSO PENITRO,D,D1,20,N,2
I902,I90200E1,LT00000633,ZONA SUBURBANA INTERO TERRITORIO,E,E1,20,N,2
I902,I90200E2,LT00001114,SVILUPPO INTORNO VECCHIO CENTRO STORICO DI SPIGNO ALTO-STRADA CAPOCROCE-CASENOVE-FONTANA-REGGIMENTO,E,E2,20,N,1
I902,I90200E3,LT00001115,STRADA COMUNALE CAPOCROCE-STRADA COMUNALE CINTO-FOSSO CAPONE,E,E3,20,N,1
I902,I90200E4,LT00001885,"COSTA SATURNIA, CAMPO DI VIVO, PANTANELLE",E,E4,20,N,0
I902,I90200E5,LT00001749,"SPIGNO SUPERIORE, CAMPEO",E,E5,20,N,0
I902,I90200R1,LT00001747,ZONA RURALE,R,R1,0,,0
I903,I90300B1,MO00001371,CENTRALE,B,B1,20,N,1
I903,I90300B2,MO00001478,SAN VITO,B,B2,20,N,3
I903,I90300B3,MO00002678,CAPOLUOGO - CENTRO URBANO,B,B3,20,N,0
I903,I90300D1,MO00002679,ZONA PERIFERICA RESIDENZIALE,D,D1,20,N,0
I903,I90300E1,MO00001374,ZONA AGRICOLA,E,E1,20,N,2
I903,I90300E2,MO00002681,FRAZIONE DI SAN VITO,E,E2,20,N,0
I903,I90300R1,MO00002680,ZONA AGRICOLA,R,R1,0,,0
I904,I90400B1,PN00000580,"CAPOLUOGO CENTRO STORICO: C.SO ROMA, P.ZZA GARIBALDI",B,B1,20,N,1
I904,I90400B2,PN00001678,"CAPOLUOGO ZONA CENTRO: V. CAVOUR, CORRIDONI, DELLA REPUBBLICA",B,B2,20,N,1
I904,I90400D1,PN00000583,"BORGATE CONURBATE LA FAVORITA, PONTE ROITERO",D,D1,20,N,1
I904,I90400E1,PN00001428,"FRAZIONI BARBEANO, BASEGLIA, BORGO MAGREDI, GAIO, GRADISCA, ISTRAGO, TAURIANO, VACILE",E,E1,1,N,1
I904,I90400R1,PN00001429,ZONA AGRICOLA CON FRAZIONI MINORI,R,R1,101,,1
I905,I90500B1,VV00000619,"VIA ROMA, XXV APRILE, G. MATTEOTTI, CORSO G. GARIBALDI",B,B1,21,N,1
I905,I90500B2,VV00002004,"VIA ROMA, XXV APRILE, G. MATTEOTTI, CORSO G. GARIBALDI",B,B2,21,N,0
I905,I90500D1,VV00001680,"LOCALITA' SARAMALLONI, SUBBA I CRUCI, PANAIA, CUZZO",D,D1,21,N,1
I905,I90500R1,VV00001681,ZONA AGRICOLA,R,R1,0,,1
I905,I90500R2,VV00002005,ZONA AGRICOLA,R,R2,0,,0
I906,I90600B1,CR00000618,INTERO TERRITORIO URBANO,B,B1,20,N,1
I906,I90600R1,CR00001177,CASCINE E ZONA AGRICOLA,R,R1,102,,1
I907,I90700B1,BA00000416,P.ZA PLEBISCITO-VIA CAVOUR-VIA BELVEDERE-C.SO UMBERTO-VIA BOVIO-VIA FORNACE-VIA V.VENETO,B,B1,21,N,1
I907,I90700B2,BA00001414,C.SO V.EMANUELE-VIA ALFIERI-VIA TRAVERSA PILONE-VIA POZZO DEL PERO-VIA CAVOUR-VIA C. PISACANE,B,B2,21,N,1
I907,I90700B3,BA00002575,CENTRO STORICO - NUCLEO ANTICO (MAMELLONI DEL SARACENO),B,B3,21,S,0
I907,I90700C1,BA00000417,C.SO V.EMAN-C.SO UMB.-VIA DE GASPERI -PROV.LE PALAZZO S.GERVASIO-PROV.LE PER SPINAZZOLA,C,C1,20,N,1
I907,I90700D1,BA00000418,VIA DE GASPERI - VIALE ALDO MO - VIA ROMA - VIA A. GRANDI - VIA N. VIGILANTE,D,D1,20,N,0
I907,I90700D2,BA00000956,C.SO V. EMANUELE-VIA TRAVERSA PILONE-VIA G.COPPA-VIA VECCHIA MINERVINO-VIALE DELLA PACE,D,D2,20,N,1
I907,I90700E1,BA00002576,ZONA ARTIGIANALE - PRODUTTIVA - INDUSTRIALE - RETTIFILO PER STAZIONE - S.P. 230 PER GRAVINA - S.P. 232,E,E1,7,N,0
I907,I90700R1,BA00001656,UNICA,R,R1,101,,0
I908,I90800B1,VE00000552,CAPOLUOGO,B,B1,20,N,1
I908,I90800D1,VE00000554,PERIFERIA E FRAZIONI,D,D1,1,N,2
I908,I90800D2,VE00001666,ZONA ARTIGIANALE ORGNANO,D,D2,8,O,0
I908,I90800D3,VE00001667,ZONA ARTIGIANALE VIA COSTITUZIONE,D,D3,8,O,0
I908,I90800E1,VE00001824,FORNASE,E,E1,20,O,0
I908,I90800E2,VE00001826,CREA,E,E2,20,O,0
I908,I90800R1,VE00001480,ZONA RURALE,R,R1,101,,0
I909,I90900B1,CR00000624,INTERO TERRITORIO URBANO,B,B1,20,N,1
I909,I90900R1,CR00001209,CASCINE E ZONA AGRICOLA,R,R1,102,,1
I910,I91000B1,CB00000314,CENTRO URBANO,B,B1,21,N,1
I910,I91000R2,CB00001579,RESTANTE PARTE DEL TERRITORIO COMUNALE,R,R2,101,,0
I911,I91100B1,AL00003808,CENTRO URBANO,B,B1,20,N,0
I911,I91100D1,AL00002490,ZONA DI ESPANSIONE,D,D1,20,N,1
I911,I91100R1,AL00004327,ZONA AGRICOLA,R,R1,101,,1
I912,I91200B1,AP00002093,CAPOLUOGO E DINTORNI,B,B1,20,N,1
I912,I91200D1,AP00002627,PAGLIARE E DINTORNI,D,D1,20,N,1
I912,I91200R1,AP00003641,PORZIONE AGRICOLA A NORD DEL CAPOLUOGO,R,R1,101,,1
I912,I91200R2,AP00003642,PORZIONE AGRICOLA LUNGO IL FIUME TRONTO,R,R2,101,,1
I914,I91400B1,CR00000630,INTERO TERRITORIO URBANO,B,B1,20,N,1
I914,I91400R1,CR00001147,CASCINE E ZONA AGRICOLA,R,R1,102,,1
I916,I91600B1,BG00001143,CENTRO ABITATO,B,B1,20,N,1
I916,I91600R1,BG00002270,RESTANTE PARTE DEL TERRITORIO COMUNALE,R,R1,0,,0
I917,I917000R,PZ00001561,ZONA AGRICOLA,R,R,0,,1
I917,I91700B1,PZ00000920,CENTRO ABITATO - VIA CAVOUR - VIA V. EMANUELE - VIA IMPROSTA,B,B1,21,N,1
I919,I91900B1,BG00001144,CENTRO ABITATO,B,B1,20,N,1
I919,I91900R1,BG00002271,RESTANTE PARTE DEL TERRITORIO COMUNALE,R,R1,0,,0
I921,I92100B1,PG00000450,ENTRO LE MURA,B,B1,20,N,1
I921,I92100B2,PG00000451,FUORI LE MURA,B,B2,20,N,2
I921,I92100B3,PG00001083,CENTRALISSIMA - LIBERTA - MAZZINI - MENTANA.,B,B3,20,N,1
I921,I92100C1,PG00000452,ZONA SAN SALVATORE E ZONA A EST DELLA SS FLAMINIA,C,C1,20,N,2
